,x,y,num
1141,117,44,7379.0
1142,117,44,7384.0
1143,117,44,7389.0
1144,117,44,7394.0
1145,118,44,7399.0
1146,118,40,7404.0
1147,116,44,7409.0
1148,118,40,7414.0
1149,117,41,7419.0
1150,118,44,7424.0
1151,118,40,7429.0
1152,118,40,7434.0
1153,118,41,7439.0
1154,118,40,7444.0
1155,117,44,7449.0
1156,118,43,7454.0
1157,118,40,7459.0
1158,118,40,7464.0
1159,118,44,7469.0
1160,116,43,7474.0
1161,114,44,7479.0
1162,118,42,7484.0
1163,118,42,7489.0
1164,118,44,7494.0
1165,118,43,7499.0
1166,118,42,7504.0
1167,118,41,7509.0
1168,118,43,7514.0
1169,115,44,7519.0
1170,116,40,7524.0
1171,117,41,7529.0
1172,115,42,7534.0
1173,115,44,7539.0
1174,118,44,7544.0
1175,116,42,7549.0
1176,115,43,7554.0
1177,116,45,7559.0
1178,116,45,7564.0
1179,116,41,7569.0
1180,115,42,7574.0
1181,120,44,7579.0
1182,117,44,7584.0
1183,117,44,7589.0
1184,119,45,7594.0
1185,119,45,7599.0
1186,117,45,7604.0
1187,121,43,7609.0
1188,117,42,7614.0
1189,118,44,7619.0
1190,119,44,7624.0
1191,119,45,7629.0
1192,117,46,7634.0
1193,117,44,7639.0
1194,117,45,7644.0
1195,119,46,7649.0
1196,119,43,7654.0
1197,117,42,7659.0
1198,122,46,7664.0
1199,122,43,7669.0
1200,121,43,7674.0
1201,122,43,7679.0
1202,121,43,7684.0
1203,122,46,7689.0
1204,122,47,7694.0
1205,122,45,7699.0
1206,122,44,7704.0
1207,123,44,7709.0
1208,121,46,7714.0
1209,121,43,7719.0
1210,121,45,7724.0
1211,121,43,7729.0
1212,121,46,7734.0
1213,121,47,7739.0
1214,121,47,7744.0
1215,121,46,7749.0
1216,121,43,7754.0
1217,121,43,7759.0
1218,122,43,7764.0
1219,122,45,7769.0
1220,120,47,7774.0
1221,117,48,7779.0
1222,109,50,7784.0
1223,105,52,7789.0
1224,102,57,7794.0
1225,104,56,7799.0
1226,112,55,7804.0
1227,114,48,7809.0
1228,111,48,7814.0
1229,112,49,7819.0
1230,112,49,7824.0
1231,108,51,7829.0
1232,102,53,7834.0
1233,95,63,7839.0
1234,91,66,7844.0
1235,89,65,7849.0
1236,87,66,7854.0
1237,91,63,7859.0
1238,87,68,7864.0
1239,84,71,7869.0
1240,86,74,7874.0
1241,84,80,7879.0
1242,86,87,7884.0
1243,83,88,7889.0
1244,74,96,7894.0
1245,70,104,7899.0
