,x,y,num
1707,909,924,10318.0
1708,907,920,10323.0
1709,909,920,10328.0
1710,909,921,10333.0
1711,910,922,10338.0
1712,909,929,10343.0
1713,909,926,10348.0
1714,910,930,10353.0
1715,909,927,10358.0
1716,908,926,10363.0
1717,909,926,10368.0
1718,911,933,10373.0
1719,911,933,10378.0
1720,919,934,10383.0
1721,916,935,10388.0
1722,918,934,10393.0
1723,910,933,10398.0
1724,907,936,10403.0
1725,908,935,10408.0
1726,911,934,10413.0
1727,917,935,10418.0
1728,920,932,10423.0
1729,920,932,10428.0
1730,920,931,10433.0
1731,921,931,10438.0
1732,921,929,10443.0
1733,922,926,10448.0
1734,920,924,10453.0
1735,919,924,10458.0
1736,910,921,10463.0
1737,911,922,10468.0
1738,902,920,10473.0
1739,900,919,10478.0
1740,887,922,10483.0
1741,889,927,10488.0
1742,886,925,10493.0
1743,882,923,10498.0
1744,886,920,10503.0
1745,883,921,10508.0
1746,882,921,10513.0
1747,881,921,10518.0
1748,881,919,10523.0
1749,878,915,10528.0
1750,895,918,10533.0
1751,899,924,10538.0
1752,901,923,10543.0
1753,903,923,10548.0
1754,904,922,10553.0
1755,905,924,10558.0
1756,906,923,10563.0
1757,911,922,10568.0
1758,906,922,10573.0
1759,909,920,10578.0
1760,909,921,10583.0
1761,917,918,10588.0
1762,919,918,10593.0
1763,919,916,10598.0
1764,921,916,10603.0
1765,922,917,10608.0
1766,920,920,10613.0
1767,926,917,10618.0
1768,924,924,10623.0
1769,922,925,10628.0
1770,923,925,10633.0
1771,923,925,10638.0
1772,918,924,10643.0
1773,917,924,10648.0
1774,918,924,10653.0
1775,918,923,10658.0
1776,918,923,10663.0
1777,920,922,10668.0
1778,921,922,10673.0
1779,920,922,10678.0
1780,916,923,10683.0
1781,917,926,10688.0
1782,925,927,10693.0
1783,919,934,10698.0
1784,926,937,10703.0
1785,927,934,10708.0
1786,918,939,10713.0
1787,915,940,10718.0
1788,909,944,10723.0
1789,904,947,10728.0
1790,902,948,10733.0
1791,902,948,10738.0
1792,903,948,10743.0
1793,903,948,10748.0
1794,910,950,10753.0
1795,922,956,10758.0
1796,926,953,10763.0
1797,922,952,10768.0
1798,930,952,10773.0
1799,933,954,10778.0
1800,939,954,10783.0
1801,941,955,10788.0
1802,941,957,10793.0
1803,946,959,10798.0
1804,947,955,10803.0
1805,947,955,10808.0
1806,946,955,10813.0
1807,947,955,10818.0
1808,946,955,10823.0
1809,946,951,10828.0
1810,943,953,10833.0
1811,941,954,10838.0
1812,930,955,10843.0
1813,926,953,10848.0
1814,921,956,10853.0
1815,920,957,10858.0
1816,920,956,10863.0
1817,919,954,10868.0
1818,919,954,10873.0
1819,919,954,10878.0
1820,916,950,10883.0
1821,911,948,10888.0
1822,910,946,10893.0
1823,911,947,10898.0
1824,911,946,10903.0
1825,911,946,10908.0
1826,911,946,10913.0
1827,911,945,10918.0
1828,910,946,10923.0
1829,911,946,10928.0
1830,911,945,10933.0
1831,910,946,10938.0
1832,911,946,10943.0
1833,912,946,10948.0
1834,911,945,10953.0
1835,910,946,10958.0
1836,909,946,10963.0
1837,910,945,10968.0
1838,910,945,10973.0
1839,911,948,10978.0
1840,910,948,10983.0
1841,910,948,10988.0
1842,911,947,10993.0
1843,910,944,10998.0
1844,908,945,11003.0
1845,907,945,11008.0
1846,907,946,11013.0
1847,903,945,11018.0
1848,901,939,11023.0
1849,898,936,11028.0
1850,886,935,11033.0
1851,888,934,11038.0
1852,887,931,11043.0
1853,880,928,11048.0
1854,880,927,11053.0
1855,880,925,11058.0
1856,883,933,11063.0
1857,878,930,11068.0
1858,880,932,11073.0
1859,877,929,11078.0
1860,875,930,11083.0
1861,875,930,11088.0
1862,875,930,11093.0
1863,875,930,11098.0
1864,867,926,11103.0
1865,875,930,11108.0
1866,876,930,11113.0
1867,877,929,11118.0
1868,878,933,11123.0
1869,889,933,11128.0
1870,886,934,11133.0
1871,888,933,11138.0
1872,892,936,11143.0
1873,895,938,11148.0
1874,894,938,11153.0
1875,895,938,11158.0
1876,904,942,11163.0
1877,905,942,11168.0
1878,903,942,11173.0
1879,905,942,11178.0
1880,896,943,11183.0
1881,900,940,11188.0
1882,901,942,11193.0
1883,903,943,11198.0
1884,912,940,11203.0
1885,913,939,11208.0
1886,916,942,11213.0
1887,919,942,11218.0
1888,920,941,11223.0
1889,923,938,11228.0
1890,922,938,11233.0
1891,926,938,11238.0
1892,930,937,11243.0
1893,931,934,11248.0
